train_04_209,"It took a communal turn that had resulted in stone-pelting , arson and loot .",0,0.666666667,3,train_04,1
train_01_3,"Tip asked Mathunjwa why he had not `` explicitly '' told armed , striking mineworkers to leave the hill where they had gathered and return to work .",0,1,3,train_01,1
train_07_214,"Wary of Sena , migrants get into a huddle MUMBAI , NOVEMBER 26 As many as 80 migrants from Bihar and Uttar Pradesh  shopkeepers to businessmen and politicians  huddled in a hastily-called meeting at Andheri on Tuesday .",0,0.5,2,train_07,1
train_02_194,"Protestors in Clashes With Police on Jammu-Pathankot NH During Eviction Drive 22nd February 2016 05:22 PM JAMMU : Clashes erupted on the Jammu-Pathankot national highway between police and protesters in Samba district of Jammu region on Monday , police said .",0,1,3,train_02,1
train_02_153,"Nokia Supplier 's Turn to Offer VRS ; 850 Staffers Strike Work 22nd June 2014 07:37 AM CHENNAI : The ripple effect of the drastic downsizing of Nokia ’ s Sriperumbudur plant was felt in another ancillary company , as BYD Electronics India Private Ltd announced a VRS offer for its 1,500 employees .",0,0.666666667,3,train_02,1
train_07_255,"The recent rash of bombings in Gauteng reflected rising discontent among Afrikaners , the Afrikaner Group of 63 said on Thursday .",1,1,2,train_07,0
train_09_A_152,The posters have warned them against joining the police and army and threatened to take up such cases in the praja court .,0,1,3,train_09,1
train_02_83,"Coinciding with the unrest in the board is the indefinite hunger strike launched by three employees Mahesh Ahire , Shriram Gavai and Balkrishna Gadekar whose regular promotions were denied and the former two were transferred to Nashik on the same post .",0,0.666666667,3,train_02,1
train_09_A_79,"By unfurling a separate flag , the supporters of a separate Vidarbha have insulted the tricolour and the Constitution , "" it said .",1,0.666666667,3,train_09,0
train_01_18,`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out .,0,1,3,train_01,1
train_02_156,It ended only when the police removed all 850 workers from inside the plant on Saturday morning and detained them at two locations in Oragadam .,0,0.666666667,3,train_02,1
train_03_30,He was also booked by the Central Bureau of Investigation ( CBI ) as one of the 17 accused in the 2007 ‘ Dinakaran ’ newspaper office attack case .,1,0.666666667,3,train_03,0
train_01_189,"After family members narrated the incident to their neighbours , people came on the road and held demonstrations .",1,1,3,train_01,0
train_05_301,Addressing a press conference TRS leader B. Goverdhan Reddy and others said the march was a success despite the hurdles created by the government .,1,0.5,2,train_05,0
train_08_311,"A spokesman for the Pakistan-based guerrilla group called journalists in Srinagar on Monday and said its "" suicide squad "" had inflicted heavy casualties on Indian forces at the Ashajipora camp .",1,0.5,2,train_08,0
train_05_307,Orders Nizamabad Staff Reporter adds : Despite prohibitory orders imposed on the movement of Telangana protagonists many of them from the district managed to make it to the twin cities take part in the ‘ Million March ' held on Thursday .,1,0.5,2,train_05,0
train_08_12,"Though the police had assured people of full protection during the bandh , most business establishments remained closed .",1,0.5,2,train_08,0
train_08_114,Mulaudzi could not confirm reports that the miners were demonstrating after Xstrata fired them .,1,1,2,train_08,0
train_01_67,ANDHRA PRADESH Constable and SI allege harassment by higher-up SEEKING JUSTICE : Reserve constable Sanyasi Sahu staging a dharna opposite the City Armed Reserve office in Visakhapatnam on Saturday .,0,0.666666667,3,train_01,1
train_09_A_82,"Aney , whose comments on separate Vidarbha had sparked a controversy , had said the flag of separate Vidarbha was being raised on May 1 from the last three years .",0,1,3,train_09,1
train_02_52,"They took to the street and within minutes a farm house was on fire , two more house were set alight and road blocked .",1,0.666666667,3,train_02,0
train_01_138,""" We have certainly reiterated our support and our commitment to India 's efforts to seek justice on behalf of the victims "" of the 26/11 attack , Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal told PTI when asked about the delay in bringing to justice the perpetrators of the 2008 terror attacks .",0,0.666666667,3,train_01,1
train_03_136,He said the peaceful strike demanding a memorial for Chattambi Swami will continue till the government takes a decision on the issue .,0,0.666666667,3,train_03,1
train_01_218,"Protesters distributed protective gear such as face masks , in the event of clashes with police , who have used teargas on demonstrators .",0,0.666666667,3,train_01,1
train_06_270,"April 26 : Three policemen and two CPI-Maoist cadres were killed in an encounter in Dumka , Jharkhand .",1,0.5,2,train_06,0
train_02_144,"At an April 30 election rally in Khalilabad in Sant Kabir Nagar district of Uttar Pradesh , Azmi said : "" If any Muslim opposes the Samajwadi Party , have a DNA test done , he could be an RSS man .",0,0.666666667,3,train_02,1
train_09_B_20,“ Had the administration wanted it could have averted the incident .,1,1,2,train_09,6:31,32:66,2:5,:,:,0
train_07_130,"He said some 200 protesters became violent , and traffic had to be diverted .",1,1,1,train_07,8:42,49:75,:,:,:,0
train_05_171,"He said incidents of protest affected voting stations in areas including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .",1,1,2,train_05,8:28,29:62,29:37,:,:,0
train_06_37,"After the Chief Minister was briefed about the incident , she was mobbed by the residents and had to listen to the acute power problem in the area .",1,0.5,2,train_06,0
train_01_109,"Hailey Leung , a university student who has been attending the protests this summer , said : “ The fear of the gangs is definitely stronger than the fear of the use of violence of the police. ” Her parents have been supportive of the protests but , since the violence in Yuen Long , they have asked her not to attend .",1,0.666666667,3,train_01,0
train_03_84,Mbeki continued with his speech during the chaos and it soon died down .,0,1,3,train_03,1
train_05_263,"The division bench of Bombay High Court comprising justices Ranjana Desai and R V More while dismissing the plea of state government earlier this year had said "" we are of the view that the view taken by learned Sessions Judge so far as involvement of the duo in this case is concerned , cannot be called unreasonable , palpably false , manifestly erroneous and demonstratively unsustainable which merits our interference . "" The High court concurred with the view taken by Sessions Judge that the map recovered from killed terrorist pocket should have some wrinkles on it and blood spots as the LeT terrorist was badly injured in the gun-fight .",1,1,2,train_05,0
train_05_138,NLC strike to go on despite MK appeal 26th October 2010 06:13 PM CHENNAI : The 36 - day strike by contract workers of Neyveli Lignite Corp ( NLC ) is set to continue despite the request to resume work by Tamil Nadu Chief Minister M. Karunanidhi Tuesday .,0,0.5,2,train_05,1
train_03_49,"Urging the Commission to reveal names of people involved in the attacks , he said the protestors against the church attack were assaulted by police , youth were hunted and criminal cases were booked on them .",0,0.666666667,3,train_03,1
train_01_63,"Joshua Wong , the teenage activist who was one of the most recognisable faces of Hong Kong ’ s umbrella movement protests , has been found guilty of “ illegal assembly ” by a court in the former British colony .",0,0.666666667,3,train_01,1
train_09_B_96,"The remaining person in the group , arrested during protests at the Khutsong stadium on Sunday where Defence Minister and African National Congress chairman Mosiuoa Lekota was speaking , was not charged and was released .",0,1,2,train_09,1
train_06_33,"Personnel from the local police station , which is less than half-a-kilometre from the spot , reached 20 minutes after the clashes broke out .",1,0.5,2,train_06,0
train_05_281,"Broken glass , rocks , a broken traffic light and other debris were scattered on Albertina Sisulu Road during the protests .",1,1,2,train_05,0
train_03_189,Workers who did not participate in the strike would receive a once-off loyalty allowance of R2000 .,0,1,3,train_03,1
train_05_81,The burnt-down police station was repaired and given a fresh coat of paint overnight .,1,1,2,train_05,0
train_01_162,"They did not confess to the planned attack after their capture , and so should bear full responsibility for the loss of life , the court said .",1,0.666666667,3,train_01,0
train_08_68,""" On December 29 , we halted at Basaguda village in Chhattisgarh but some people in civil clothes approached us and tied our hands upon which we realised we have been kidnapped .",1,1,2,train_08,0
train_03_79,"After showering flower petals in the sea to mark the World Oceans Day , the villagers and their children started the relay fast at Kooththenkuzhi .",0,0.666666667,3,train_03,1
train_08_58,Speeches of Congress leaders who addressed a large gathering of party men made it abundantly clear that all major issues prominent in the political discourse of the State would be highlighted by the march visiting all constituencies in the State .,1,1,2,train_08,0
train_07_110,"The allegations got strong back-up when the Kerala Medicos Joint Action Council ( KMJAC ) , which spearheaded the previous strike , also raised the same concern .",1,1,2,train_07,0
train_08_67,""" We had gone to study the life of people in remote and Naxal-affected tribal areas as part of our mission and did not expect to be kidnapped by the Naxals , though we fully knew about their presence , "" they said .",1,1,2,train_08,0
train_01_132,Modiites are now reminding the Congress about the trips which Sonia and the Prime Minister made to Muzzafarnagar after 43 were killed in the worst-ever communal clashes in decades .,0,0.666666667,3,train_01,1
train_08_223,"TAMIL NADU Post blasts , the web of security tightens May 29 , 2014 00:00 IST Railway stations , places of worship , cinema halls , malls – the enhanced protective measures are everywhere The May Day twin blasts on platform nine of Chennai Central sent a strong message to various enforcement agencies in the city .",1,1,2,train_08,0
train_07_248,"`` The protest is out of concern by Sadtu that our education in this country needs a lot of fixing , '' said Dlamini .",0,0.5,2,train_07,1
train_02_116,Police apparently fired teargas and rubber bullets after students barricaded the main entrance .,1,1,3,train_02,0
train_07_4,Stones were thrown and a number of people were left injured .,1,0.5,2,train_07,0:18,23:59,:,:,:,0
train_03_263,"Agitation to be intensified 02nd April 2011 12:35 AM ALUVA : The ongoing agitation against the closure of study centres in the name of reformist leaders in Sree Sankaracharya Sanskrit University in Kalady will be intensified , said the office-bearers of the Confederation of Sanathana Dharma Suhruth Vedi here on Friday .",0,0.666666667,3,train_03,1
train_07_37,""" Some protesters attacked me when I was clicking pictures , but their colleagues dissuaded them .",1,0.5,2,train_07,0
