train_08_216,"Karnataka Home Minister G Parameshwara has denied that the Tanzanian woman was stripped and paraded naked , claiming that it was not a racial attack .",0,0.5,2,train_08,,,,,,,,,,,,,,,,,,,,,0
train_07_187,"Babudom strikes back , former official pays for leprosy home agitation Posted : Fri Feb 12 1999 IST NEW DELHI , February 11 : The Department of Social Welfare today suspended a former superintendent of the Tahirpur Custodial Home for Leprosy Patients for "" instigating ' ' the agitation of leprosy patients .",1,1,2,train_07,,,,,,,,,,,,,,,,,,,,,1
train_08_94,"“ If every Hongkonger chooses to stay at home , then we will surely die … This is the way Hongkongers show their trust to each other – by showing up and standing up for each other. ” Anger over last week ’ s Yuen Long attack has added fuel to Hong Kong ’ s protest movement , with additional rallies planned for Sunday .",1,1,2,train_08,,,,,,,,,,,,,,,,,,,,,1
train_06_40,Home guards ran in the direction from which the stone had been hurled and caught hold of a teenaged boy and dragged him in the direction of the local police station .,0,0.5,2,train_06,,,,,,,,,,,,,,,,,,,,,1
train_02_112,"The university was closed following the disturbances , Vice-Chancellor Ngoato Takalo said on Monday .",0,0.666666667,3,train_02,,,,,,,,,,,,,,,,,,,,,0
train_07_177,Miscreants either poured water on the machines or damaged them with sticks .,0,0.5,2,train_07,,,,,,,,,,,,,,,,,,,,,1
train_07_306,Protesters have also surrounded the police headquarters twice in past weeks in noisy and emotionally charged protests in which young people spray-painted obscenities on its front wall and barricaded its entrances .,0,0.5,2,train_07,,,,,,,,,,,,,,,,,,,,,1
train_02_9,Angry BJP workers staged road blockade at Jogiapalli for around three hours to protest against this police action .,1,1,3,train_02,,,,,,,,,,,,,,,,,,,,,1
train_03_274,"YSR Congress Party , which initially had called for a day-long bandh , extended it today .",0,1,3,train_03,,,,,,,,,,,,,,,,,,,,,1
train_05_90,"As many as 38 police personnel , including women police , sustained injuries in the clash .",1,1,2,train_05,,,,,,,,,,,,,,,,,,,,,1
train_01_128,"By visiting the families of the Patna blast victims , NaMo is drilling home the point that NiKu is least bothered about the personal tragedies of his people .",0,0.666666667,3,train_01,,,,,,,,,,,,,,,,,,,,,1
train_03_129,"City Police Commissioner Ravada Chandrasekhar has also directed Shangumugham Assistant Commissioner Suresh Kumar to probe into the role of the police in the incident , including the allegation that LDF candidate P. Ramachandran Nair was pushed by the Pettah Circle Inspector .",0,0.666666667,3,train_03,,,,,,,,,,,,,,,,,,,,,1
train_03_229,"However , until the recent killings a period of relative calm appeared to have descended on the region .",0,1,3,train_03,,,,,,,,,,,,,,,,,,,,,1
train_07_180,"In Chapadu mandal of Kadapa , the gunman of Janata Dal ( S ) candidate opened several rounds of fire in the air while in Mydukuru in the same district , Congress and TDP workers clashed at Nagasanipally , forcing the police to open 26 rounds in the air to disperse the mobs .",1,1,2,train_07,,,,,,,,,,,,,,,,,,,,,1
train_05_238,"Today 's Paper Jharkhand village group clash claims 8 lives September 20 , 2006 00:00 IST GRIEF-STRICKEN : Family member of a tribal victim who died in a clash on Monday evening at the Tetratoli village , near Kurkura Bazar in Gumla district of Jharkhand on Tuesday .",0,1,2,train_05,,,,,,,,,,,,,,,,,,,,,1
train_07_167,"We held two protests before Tuesday 's action , and received nothing but broken promises from the WCED .",0,0.5,2,train_07,,,,,,,,,,,,,,,,,,,,,1
train_05_314,SC curbs on NIA questioning Sadhvi Pragya 09th July 2012 09:26 PM The Supreme Court Monday restrained the National Investigation Agency from interrogating Sadhvi Pragya Singh Thakur in connection with the 2007 murder of Rashtriya Swayamsewak Sangh activist Sunil Joshi in Madhya Pradesh .,0,0.5,2,train_05,,,,,,,,,,,,,,,,,,,,,0
