index,text,label,agreement,num_votes,sample_set,0_arg0,0_arg1,0_sig0,0_sig1,0_sig2,1_arg0,1_arg1,1_sig0,1_sig1,1_sig2,2_arg0,2_arg1,2_sig0,2_sig1,2_sig2,3_arg0,3_arg1,3_sig0,3_sig1,3_sig2
train_08_308,"The attack , the first of its kind since Government suspended hostilities against militants in Jammu and Kashmir a week ago , came amid a rash of violence across the Himalayan region .",0,0.5,2,train_08
train_09_B_137,"During the trial , Shahzad had called as defence witnesses Saif and Zeeshan , both lodged in Sabarmati jail in Ahmedabad in connection with the serial blasts of July 26 , 2008 there , claiming that he was not at the spot .",0,0.5,2,train_09
train_09_A_137,"In 2005 , approximately 200 armed naxals killed Suku Karma , brother of Mahendra , in Dantewada .",0,1,3,train_09
train_03_300,"On Monday , casual workers in certain areas in Gauteng went on strike .",0,1,3,train_03
train_03_302,Retail outlets had not been affected by the strike .,0,1,3,train_03
train_06_48,The mixture was similar to the once used in the Gauteng and Mpumalanga bombs .,0,1,2,train_06
train_03_154,The interdict followed an incident in the morning when two security guards were chased off the Durban building site by striking workers .,1,1,3,train_03
train_02_111,Eight students were arrested by police who fired teargas and rubber bullets after students barricaded the main entrance .,1,0.666666667,3,train_02
train_04_154,One would have thought the futility of offensive troop deployments and the suspension or downgrading of normal transport and diplomatic relations — methods the BJP-led Vajpayee government unsuccessfully tried after the terrorist attack on Parliament in December 2001 — would be apparent by now .,0,1,3,train_04
train_07_238,A student had to be administered saline drip while other 14 students refused to break their fast and end the strike until their problems were addressed .,1,1,2,train_07
train_08_307,"Eight killed after 22 - hour Kashmir gunbattle Posted : Wed Dec 06 2000 IST SRINAGAR , DEC 5 : Paramilitary troops and a two-person militant suicide squad fought a 22 - hour gunbattle at a Kashmir security camp which ended on Tuesday with eight dead and nine wounded , police said .",1,1,2,train_08
train_03_297,Mr. Patil and others insisted that Deputy Commissioner Pankaj Kumar Pandey arrive at the scene of protest to receive the memorandum from them .,1,0.666666667,3,train_03
train_04_236,"Following the incident , police officials including Sunil Jacob , Assistant Commissioner of Police , Ernakulam ; and D.S. Suneesh Babu , Circle Inspector , Town Central , reached the spot .",1,0.666666667,3,train_04
train_01_54,"Following the Xiamen incident , the ' not in my backyard ' mentality sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou .",1,1,3,train_01
train_01_163,"Despite losing contact with the three men , five other members of the group went ahead with the attack .",0,0.666666667,3,train_01
train_08_261,"The R300 and N2 highways in Cape Town were reopened on Saturday afternoon following a brief protest , the Western Cape Traffic department said .",1,1,2,train_08
train_08_82,Demonstrators dismantled roadside barriers and built makeshift barricades between them and the police .,1,0.5,2,train_08
train_04_251,"Jail Superintendent Veerabhadra Swamy told presspersons that the trouble broke out after a few inmates , who were praying outside a place of worship in the jail , took serious exception to the disturbance being caused by some inmates belonging to a different faith .",1,0.666666667,3,train_04
train_02_120,YSRC Nuzvid MLA Meka Pratap Appa Rao and Tiruvuru MLA Rakshananidhi conducted relay hunger strikes in their respective Assembly constituencies .,0,0.666666667,3,train_02
train_04_97,"Kaur had received injury while she was being arrested , on Wednesday , after the BJP-SAD councillors had staged the dharna in front of the office of the Advisor protesting against his failure to stop the elections to various MC committees .",1,0.666666667,3,train_04
train_04_178,Such blasts in the peaceful land of Bodh Gaya is a matter of serious concern ...,0,1,3,train_04
train_04_221,The party was protesting the arrest of its president N. Chandrababu Naidu and other leaders by Maharashtra police when they tried to visit Babli project .,1,0.666666667,3,train_04
train_06_322,There were also efforts to attack a local cable channel cameraman .,1,1,2,train_06
train_06_32,Brickbats flew from all directions and a few knives were also flashed .,0,1,2,train_06
train_04_53,Protests were held by both the BJP and BSP in the area .,0,1,3,train_04
train_08_274,"According to police reports from different districts , nearly 12,000 workers and leaders of the RJD were arrested during the shutdown but later released .",0,0.5,2,train_08
train_02_8,"Earlier , came news of the lynching of Dharam Dev Rai , 25 , in a local train in the early hours of Wednesday .",0,0.666666667,3,train_02
train_06_314,SC lifts stay on Gujarat riot cases 26th October 2010 09:24 PM NEW DELHI : The Supreme Court today gave the green signal for the trial courts in Gujarat to give their verdict in the 2002 Godhra train carnage and seven cases of communal riots that followed but kept on hold the judgement in the case in which Chief Minister Narendra Modi was questioned .,1,1,2,train_06
train_06_143,"In Cumbum near Theni , CPI activists held a day-long fast .",0,1,2,train_06
train_05_34,About 500 minibus taxis drove at very slow speed from the R104 corridor ( Tlhabane road ) into town .,0,1,2,train_05
train_06_209,"Two men have been arrested for the murder of two ANC branch leaders on the KwaZulu-Natal south coast , police said on Tuesday .",1,1,2,train_06
train_04_196,"It was followed by a series of attempts to derail trains on the Erode-Coimbatore section , by placing boulders on the track .",1,1,2,train_04
train_02_276,"Interestingly , all these shops had downed shutters on first day of the strike on November 15 .",0,0.666666667,3,train_02
train_07_140,"When police arrived some people started throwing stones at them , said Ngubane .",0,0.5,2,train_07
train_09_B_84,"| Photo Credit : — Photo : PTI / Vijay Verma Staff Reporter He was wanted in connection with the murder of BSP MLA NEW DELHI : Atiq Ahmed , expelled Samajwadi Party MP who was wanted by the Uttar Pradesh police in connection with some criminal cases including the murder of Bahujan Samaj Party MLA Raju Pal in 2005 , was arrested at Pitampura here on Thursday .",1,1,2,train_09
train_06_222,"My mum signed the anti-Occupy petition , manipulated by ( journalist ) Robert Chow Yung .",0,1,2,train_06
train_04_82,KSRTC-operated Volvo Buses Keep Off City Roads 20th April 2014 10:15 AM Eighty per cent of KSRTC-operated Volvo buses kept off the roads on Saturday as part of a protest call by the CITU-affiliated Kerala State Road Transport Employees Association ( KSRTEA ) here .,1,1,3,train_04
train_04_209,"It took a communal turn that had resulted in stone-pelting , arson and loot .",0,0.666666667,3,train_04
train_09_B_58,"Ahead of the polling day tomorrow , Kejriwal today visited the autorickshaw driver who had slapped him at a roadshow in North-West Delhi yesterday and said he has "" forgiven "" the attacker .",0,0.5,2,train_09
train_08_72,"K.H. Jituri , Raju Chugga , M.R. Patil , Anital Gunjal , Shakuntala Shetty and Asha Kulkarn were among those who participated in the demonstration .",0,0.5,2,train_08
train_07_139,`` Some of the people burned the tribal office while the other proceeded to the councillor 's yard and burned the two-roomed house and broke windows of her newly built house . '',0,0.5,2,train_07
train_08_233,"He followed ordinary protesters , including a teacher and a high school student , and captured frenzied clashes between police and demonstrators .",0,0.5,2,train_08
train_07_241,"Though the management led by Registrar K. Pochanna promised to resolve their problems on Wednesday , the students refused to end the protest saying that the management promised to do the same last year , but failed to keep its promise .",1,1,2,train_07
train_02_244,"Earlier on March 7 , militants shot dead a surrendered militant Aijaz Ahmad Dada outside his house at Bemina .",0,1,3,train_02
train_04_258,Three people have died and scores have been injured in violence related to the illegal strike .,1,0.666666667,3,train_04
train_02_140,"MC officials beat hasty retreat as mob attacks team - Indian Express Express News Service , Express News Service : Kharar , Wed Mar 18 2009 , 03:33 hrs Officials of the Kharar Municipal Council , on an anti-encroachment drive at Santemajra village , had to duck for cover following a fierce attack by residents on Tuesday evening .",1,1,3,train_02
train_05_317,"April 4 , 2010 : Maoists detonate powerful landmine and blow up police bus in Koraput district , Orissa , killing around 10 Special Operations Group personnel and injuring 16 .",1,1,2,train_05
train_05_206,"Fight against FDI to go on : Oppn - Indian Express Agencies , Agencies : New Delhi , Wed Dec 12 2012 , 19:55 hrs Taking its protest against FDI to the streets , opposition parties today said their fight will go on till they ensure that it is scrapped altogether .",1,1,2,train_05
train_05_316,"Some of the major Maoist guerrilla attacks in past : April 6 , 2010 : 76 security personnel , of whom 75 belonged to the Central Reserve Police Force ( CRPF ) , slaughtered by Maoists in the Chintalnar forested hamlet of Dantewada district .",0,0.5,2,train_05
train_09_B_101,The locals had staged agitation in front of BSNL office and locked the exchange several times earlier .,0,1,2,train_09
train_02_157,"According to A Gokila , one of the employees , the union had initiated the sit-in protest demanding that company authorities take the number of years of service of the employees and provide them with a severance payment of Rs .",1,1,3,train_02
train_01_175,"A lot more to be done , India tells Pakistan 27th February 2009 02:04 AM COLOMBO : India on Thursday told Pakistan that it recognised what Islamabad had done so far to investigate the involvement of Pakistanis in the Mumbai attacks and curb crossborder terrorism , but a lot more remained to be done to ensure that such attacks did not recur .",1,1,3,train_01
train_06_164,"Activists of Bajrang Dal , who had gathered outside Vikram University in Ujjain to catch those found celebrating Valentine 's Day , stopped the two young people and beat up the man .",1,1,2,train_06
train_09_B_69,"Trouble erupted on March 8 , when the devotees found the Adhi Veeramahaliamman idol removed from the pedestal with some damage on it .",1,1,2,train_09
train_04_104,The protesters were taken into police custody when they started picketing vehicles passing through the State Bank circle .,1,1,3,train_04
train_09_A_14,"The video footage of the incident is being scanned and a case will be registered after verifying the allegations , he added .",0,0.666666667,3,train_09
train_07_174,"According to police , a polling agent , Ch Ramesh , succumbed to injuries after he was attacked by the workers of a rival party in Pariapalem village of Addanki mandal in Prakasam district .",1,1,2,train_07
train_04_223,"S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that schools would be closed in anticipation of tense situation due to bandh .",1,1,3,train_04
train_01_39,The protest march started at 7.30 p.m. but the police blocked it before it reached the venue .,0,1,3,train_01
train_07_16,"Meanwhile , police sources said the brick kiln owners have charged the protesters with pelting them with stones when they approached with a proposal to accept their demands .",1,1,2,train_07
train_07_229,"As all the earlier counselling centres arranged in Visakapatnam were located in polytechnic colleges , the APSCHE was not been able to start the counselling process at those particular centres following the Seemandhra region ’ s Polytechnic Lecturers Association ( PALA ) employees boycotting their duties in protest against the Centre ’ s decision to divide the state .",1,1,2,train_07
train_01_3,"Tip asked Mathunjwa why he had not `` explicitly '' told armed , striking mineworkers to leave the hill where they had gathered and return to work .",0,1,3,train_01
train_03_124,"At Balagangamanahalli panchayat in Dharmapuri , residents of Eechampatti village laid siege to the Nallampalli BDO ’ s office in protest against non supply of water .",1,1,3,train_03
