index,text,label,agreement,num_votes,sample_set,0_arg0,0_arg1,0_sig0,0_sig1,0_sig2,1_arg0,1_arg1,1_sig0,1_sig1,1_sig2,2_arg0,2_arg1,2_sig0,2_sig1,2_sig2,3_arg0,3_arg1,3_sig0,3_sig1,3_sig2
train_06_110,"Four jawans were also injured in the encounter but they were all out of danger , police said .",0,0.5,2,train_06
train_05_286,"Soon after he addressed the gathering , District Collector B. Janardhan Reddy arrived at the venue and received the memorandum from him and promised to forward it to the State government .",0,0.5,2,train_05
train_01_68,"April 09 , 2006 00:00 IST Senior officers reportedly trying to sort out issue VISAKHAPATNAM : The Police Stadium , which also houses the headquarters of the City Armed Reserve located , witnessed a rare incident of a constable and a Sub-Inspector staging a silent protest .",0,0.666666667,3,train_01
train_08_279,"The bus stop walls were soon covered with posters , many of them exhorting people to "" continue the struggle against patriarchy so that every woman can live a life free of violence "" .",1,1,2,train_08
train_02_162,""" People shouted out things , which were so provoking we were very worried [ the man ] would jump in many instances , "" Cheung said .",0,1,3,train_02
train_09_A_159,"A section of people resorted to road blockade , but the timely intervention of Central Armed Police Force ( CAPF ) defused the situation .",0,0.666666667,3,train_09
train_03_20,"B.V. Kakkillaya , former MLA and a senior party leader and freedom fighter , who addressed the gathering , said the Government should release the student , along with his father , Linganna Malekudiya , immediately and ensure that his education was continued .",0,1,3,train_03
train_02_324,"Derby Lewis , who died in a Pretoria hospital aged 80 on Thursday , was the mastermind behind the assassination of anti-apartheid struggle hero Chris Hani .",0,1,3,train_02
train_09_B_144,Hundreds of Economic Freedom Fighters supporters sang and danced ahead of the party 's election campaign event at the Sinaba stadium in Daveyton on Sunday .,0,1,2,train_09
train_03_34,""" The Maoists stopped a bus and identified five jawans of the Chhattisgarh Armed Forces ( CAF ) ( the state armed police ) and took them away , "" Inspector General of Police ( Bastar ) TJ Longkumer told reporters .",0,0.666666667,3,train_03
train_05_53,"`` Free Napoleon and six others now , '' read one placard and another read : `` Stop police brutality '' .",0,0.5,2,train_05
train_01_125,Modi visited the homes of all the six victims of the serial blasts which rocked Patna ’ s Gandhi Maidan and other parts of the city during his visit to address the Hunkar Rally on October 27 .,0,0.666666667,3,train_01
train_07_212,"The organisers then signed a petition demanding strict legal action against the accused which would be sent to the Delhi CM , PM , and Home Minister .",1,1,2,train_07
train_09_A_154,"Congress rule marked by various ills : Naveen 12th April 2009 04:18 AM SAMBALPUR : On a whirlwind tour to districts of Sambalpur , Deogarh and Chendipada besides Bargarh district Chief Minister Naveen Patnaik looked confident even as he addressed a huge gathering in a mixture of Hindi and Oriya .",0,1,3,train_09
train_08_102,"TAMIL NADU TNGEA members stage demonstration April 29 , 2010 00:00 IST Staff Reporter Tirupur : The Tamil Nadu Government Employees Association ( TNGEA ) members staged a demonstration in front of the Collectorate on Tuesday evening asking the government to scrap the contributory pension scheme , among other demands .",1,1,2,train_08
train_06_151,`` After some discussion between police and community members they began throwing stones .,0,0.5,2,train_06
train_02_293,"After the police doused the crowd in pepper spray and tear gas , tens of thousands of residents joined the action .",0,0.666666667,3,train_02
train_01_263,District Collector Gaurav Dwivedi and Superintendent of Police M.S. Tomar rushed to the spot and asked the labourers to withdraw the strike .,1,0.666666667,3,train_01
train_07_307,"While the spark for the current wave of protests was an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law , the demonstrations have morphed into a wider movement against Lam ’ s administration and Beijing .",1,1,2,train_07
train_01_136,"Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them .",1,1,3,train_01
train_03_149,The threat came just two days after Ramajayam ’ s murder .,0,1,3,train_03
train_08_208,The resumption of lectures at NMMU on Wednesday were marred by disruptions as running battles between police and protesters continued .,1,1,2,train_08
train_08_93,"Protesters surrounded the police headquarters chanting : “ Black police ” – a reference to the triads , known in Chinese as “ black societies ” .",0,0.5,2,train_08
train_07_170,"We must say that we were shocked and scared that 20 years into democracy when black children march for their right to education , they can be stopped by violent police , intimidated and told that they are disrupting business in town .",1,1,2,train_07
train_03_5,"In Bhaderwah and Thathri , protestors took out a march and burnt tyres demanding arrest of the culprits and punishment to them .",1,1,3,train_03
